id,prompt_name,input,target
87,information_extraction,"From the passage identify the usage of Limestone. Display the results in a numbered list format.

Context:
Limestone (calcium carbonate CaCO3) is a type of carbonate sedimentary rock which is the main source of the material lime. It is composed mostly of the minerals calcite and aragonite, which are different crystal forms of CaCO3. Limestone forms when these minerals precipitate out of water containing dissolved calcium. This can take place through both biological and nonbiological processes, though biological processes, such as the accumulation of corals and shells in the sea, have likely been more important for the last 540 million years. Limestone often contains fossils which provide scientists with information on ancient environments and on the evolution of life.About 20% to 25% of sedimentary rock is carbonate rock, and most of this is limestone. The remaining carbonate rock is mostly dolomite, a closely related rock, which contains a high percentage of the mineral dolomite, CaMg(CO3)2. Magnesian limestone is an obsolete and poorly-defined term used variously for dolomite, for limestone containing significant dolomite (dolomitic limestone), or for any other limestone containing a significant percentage of magnesium. Most limestone was formed in shallow marine environments, such as continental shelves or platforms, though smaller amounts were formed in many other environments. Much dolomite is secondary dolomite, formed by chemical alteration of limestone. Limestone is exposed over large regions of the Earth's surface, and because limestone is slightly soluble in rainwater, these exposures often are eroded to become karst landscapes. Most cave systems are found in limestone bedrock.Limestone has numerous uses: as a chemical feedstock for the production of lime used for cement (an essential component of concrete), as aggregate for the base of roads, as white pigment or filler in products such as toothpaste or paints, as a soil conditioner, and as a popular decorative addition to rock gardens. Limestone formations contain about 30% of the world's petroleum reservoirs.","1. as a chemical feedstock for the production of lime used for cement (an essential component of concrete)
2. as aggregate for the base of roads
3. as white pigment or filler in products such as toothpaste or paints
4. as a soil conditioner
5. as a popular decorative addition to rock gardens"
88,information_extraction,"Extract the architectural details with respect to the Our Lady of the Rosary Cathedral in Colombia. Separate key items with a new line that begins with a hyphen.

Context:
The Our Lady of the Rosary Cathedral (Spanish: Catedral de Nuestra Señora del Rosario) Also Girardota Cathedral is a cathedral of the Catholic church under the invocation of the Virgin of the Rosary. It is a Neo-Romanesque style building, built in solid brick in sight, took 32 years to build and was designed by the French architect Charles Émile Carré (1863-1909), better known as Carlos Carré. The cathedral is located on the eastern side of the main park of the municipality of Girardota, north of the Aburrá Valley, (Antioquia) in the South American country of Colombia.

At first, the building began as a parochial church and in 1988 was elevated to the rank of cathedral, when Pope John Paul II by the Bull ""Qui Peculiari"" created the Diocese of Girardota establishing this municipality as the head of the new bishopric.

In addition, the cathedral is one of the main pilgrimage sites of the Valley of Aburrá, inside it is the image of the Fallen Lord of Girardota. He is credited with ""hundreds of miracles"" and pilgrims travel there to keep their promises.","The Our Lady of the Rosary Cathedral is an architectural wonder. Here are a few reasons why:
- It was designed by Charles Émile Carré, born in 1863 and passed away in 1909.
- Its architectural style is Neo-Romanesque.
- It took over 32 years to build.
- It's built of solid brick."
89,closed_qa,"Given this paragraph about the sport of triathlon, what are the individual sports make up a triathlon

Context:
A triathlon is an endurance multisport race consisting of swimming, cycling, and running over various distances. Triathletes compete for fastest overall completion time, racing each segment sequentially with the time transitioning between the disciplines included","Triathlon is a multi-sport discipline consisting of three sports performed back to back without rest. An event is made up of swimming, followed by cycling and then running. Athletes transition between the individual sports as quickly as possible, with the winner completing the course in the fastest time."
90,summarization,"What were the main results of applying statistical analysis to the English language?

Context:
Information theory's fundamental contribution to natural language processing and computational linguistics was further established in 1951, in his article ""Prediction and Entropy of Printed English"", showing upper and lower bounds of entropy on the statistics of English – giving a statistical foundation to language analysis. In addition, he proved that treating whitespace as the 27th letter of the alphabet actually lowers uncertainty in written language, providing a clear quantifiable link between cultural practice and probabilistic cognition.",The main results of applying statistical analysis to the English language were establishing upper and lower bounds of entropy for it and that treating whitespace as a 27th letter of the alphabet lowers uncertainty.
91,general_qa,What is the best way to understand event based data?,"The best way to understand event based data depends on the particular questions you're trying to answer. If you're looking for overall trends in data, then counting the data, perhaps grouped by time frames and another logical grouping, then graphing the resulting time series works best. If instead you're trying to understand how the data is broken down into groups, selecting a time frame as a filter and then visualizing the groups with a heat map or scatter chart may work better."
92,open_qa,What is Lisp?,"Lisp is a family of programming languages with a long history and a distinctive, fully parenthesized prefix notation. Originally specified in 1960, Lisp is the second-oldest high-level programming language still in common use, after Fortran."
93,closed_qa,"Given this paragraph, how many public high schools are in Arlington, Virginia?

Context:
Arlington Public Schools operates the county's public K-12 education system of 22 elementary schools; 6 middle schools (Dorothy Hamm Middle School, Gunston Middle School, Kenmore Middle School, Swanson Middle School, Thomas Jefferson Middle School, and Williamsburg Middle School); and 3 public high schools (Wakefield High School, Washington-Liberty High School, and Yorktown High School). H-B Woodlawn and Arlington Tech are alternative public schools. Arlington County spends about half of its local revenues on education. For the FY2013 budget, 83 percent of funding was from local revenues, and 12 percent from the state. Per pupil expenditures are expected to average $18,700, well above its neighbors, Fairfax County ($13,600) and Montgomery County ($14,900).","There are 3 public high schools in Arlington, Va."
94,creative_writing,Write an essay describing why baseball should be considered America's pastime.,"Baseball is the oldest professional sport in America. It began in the late 1800s. The sport dates back to to the civil war era, which is where it started to become known as America's pastime. It coincides with a plethora of historical and cultural aspects of life in America. While the game has a vast amount of historical significance, it also seems to reflect changes that occur in our society. For example, over the past several decades we have seen a huge influx in players from all over the globe, with greater representation from countries like Dominican Republic, Venezuela, Puerto Rico, Japan and many others. America has always been considered a land of opportunity and this is evident with baseball. The MLB is the most prestigious league when it comes to baseball and is dream destination for any player. If you are good enough, you are sometime given the opportunity to play here. Recently we have seen a huge increase in the international representation of players in the league. As times have changed and the world has become more global, we also see this transpire in baseball. Baseball is America's pastime because it is a preservation of historical values, but also adapts and reflects current cultural values, which always keeps it relevant."
95,open_qa,What causes an airplane wing to fly?,"As Bernoulli's principal explains, because of the shape, air moving across the curved upper surface on top of the wing will travel faster and thus produce less pressure than the air moving more slowly along the flatter bottom of the wing's surface. This imbalance of high and low pressures results in a force called lift which is applied in the direction of the lower pressure."
96,general_qa,I am on a week long vacation to India and specifically want to explore Himalayan state of Himachal Pradesh. How should I plan my trip ?,"Firstly , fly to Delhi or Chandigarh. These cities are well connected via flights from across the world.  Next , take an overnight bus to Manali.  There are ample buses available connecting Manali from any cities.  Spend 4 days of your time  enjoying local cuisine and sight seeing.   Do carry wollens  as temperature drops sub zero during the night. Next , head towards Shimla and spend 2 days here for local sightseeing enjoying marvels of British architectures and old mall road.  Wrap up your trip travelling back to Delhi or Chandigarh. Spend time doing some local shopping before you fly back home."
97,open_qa,What is an Oxford comma and why do editors have such strong feelings about their use?,"An Oxford comma is a comma before the last item in a series or list. For example take the following two statements:

I was chased by the fox, the bear and the dog.
I was chased by the fox, the bear, and the dog.

The meaning is the same but the second statement contains an Oxford comma.

Some say the Oxford comma adds clarity to some statements. This is apparent when there can be ambiguity between a list and an appositive. Take the following two example statements:

We went to dinner with our coaches, Chris and Terry.
We went to dinner with our coaches, Chris, and Terry.

The first statement can appear to imply that we went to dinner with two people whose names are Chris and Terry who are both our coaches. There is no such implication that can be extracted from the second statement. The second statement implies we went to dinner with at least 4 people: Chris, Terry, and at least two coaches. This type of ambiguity is what proponents of the Oxford comma latch onto in its defense.

On the other hand, opponents of the Oxford comma claim it should be avoided in favor of rewording sentences when necessary. The sentence:

We went to dinner with our coaches, Chris, and Terry.

Can easily be reworded as:

We went to dinner with Chris and Terry, as well as our coaches.

The ""as well as"" language is claimed to be more clear than the Oxford comma albeit less concise. Editors who oppose the Oxford comma typically privilege clarity over conciseness."
98,closed_qa,"Given this paragraph about Mohamed Fourati, at what age was he appointed as hospital assistant?

Context:
A year after getting his philosophy baccalaureate in his native town Sfax, Mohamed Fourati moved to Lille (France) to pursue his graduate education in the medical school of Lille. In order to validate his studies, he became an intern in the Farhat-Hachad Hospital of Sousse. Traveling between the two continents, he secured, in 1959, a medical doctorate at the medical school of Lille. He performed his military service, the following year, in the region of El Kef (in north-eastern Tunisia) and in Kébili (southern Tunisia). He continued to specialize in thoracic and cardiovascular surgery at the Saint-Joseph Hospital of Paris. He got assigned to the general surgery unit of doctors Saïd Mestiri and Zouhair Essafi at the Habib-Thameur Hospital in Tunis. In 1961, over the month of July, he worked as a surgeon in the battle of Bizerte, performing surgery on patients 20 hours a day for many days. He got appointed as hospital assistant in 1966, then earned the title of chief physician of the surgical ward in the Habib-Thameur Hospital in May 1968 and became, at the age of 35, the youngest chief physician in Tunisia. In November of the same year, he performed the first open-heart surgery, favored by a delegation of doctors of the IFTHD (led by Charles Hahn of the Cantonal hospital of Geneva (Switzerland) ).","He was appointed hospital assistant in 1966. In 1968, he was 35 years old. So in 1966, he was 33 years old."
99,general_qa,What does #956 mean?,"#956 refers to the Rio Grande Valley, an area in South Texas.The number 956 is the area code. It includes the city of McAllen, Pharr, Brownsville, and the popular beach destination: South Padre Island, just to name a few.  People also say ""Puro 956"" to express pride for the area. The area shares the border with Mexico which explains why the majority of the population has Mexican heritage and the #1 language is Spanish. The 956 area is known for its rich culture and delicious Mexican food."
100,summarization,"Summarize the meaning of ""Lovers"" in the slogan ""Virginia is for lovers""

Context:
""Virginia is for Lovers"" is the tourism and travel slogan of the U.S. commonwealth of Virginia. Used since 1969, it has become a well-recognized and often imitated part of American jargon. In 2012, Advertising Age called ""Virginia is for Lovers"" ""one of the most iconic ad campaigns in the past 50 years.""

History
A team led by David N. Martin and George Woltz of Martin and Woltz Inc. of Richmond, Virginia created the slogan after winning the Virginia State Travel account in 1968. Originally, they had come up with history ads, ""Virginia is for History Lovers""; beach ads, ""Virginia is for Beach Lovers""; and mountain ads, ""Virginia is for Mountain Lovers"". This approach was eventually discarded as too limiting, and the qualifiers were dropped. Martin and Woltz Inc. eventually gained prominence and grew to become The Martin Agency. The Martin Agency says that, contrary to some claims, the slogan is not a reference to the United States Supreme Court's 1967 ruling in Loving v. Virginia, which legalized interracial marriage in the United States.

In 1969, the Virginia State Travel Service (now the Virginia Tourism Corporation) adopted the ""Virginia is for Lovers"" slogan and the first ad campaign using the tagline appeared in March 1969, in an issue of Modern Bride.

In 2009, ""Virginia is for Lovers"" was inducted into the Madison Avenue Advertising Walk of Fame, a creation of Advertising Week, the largest collection of advertising, marketing and media professionals in North America. These inductees were also included in the Advertising Icon Museum. Also in 2009, ""Virginia is for Lovers"" was acknowledged as one of the top ten tourism marketing campaigns of all time by Forbes.com. In 2016, the Virginia Tourism Corporation began selling apparel with a rainbow-colored heart in the logo as part of an LGBT tourism promotion campaign. The slogan began appearing on the state's license plates in 2014 and the state's welcome signs in 2015.

In popular culture
The slogan has been mentioned by a variety of artists over the years. In 2005, post-hardcore band Hawthorne Heights alluded to the phrase in the title of their single “Ohio Is for Lovers,” which would become widely regarded as an anthem of the early 2000’s emo music scene. American Idol winner Jordin Sparks recorded a song called ""Virginia is for Lovers"" in 2007, which was featured as a bonus track on her self-titled debut album. The slogan is mentioned in The Hold Steady song ""Killer Parties"", and Willie Adler, guitarist for Lamb of God, has the slogan printed on the neck of his custom guitars. The slogan is also mentioned in the Kenny Chesney song ""Get Along"". Virginia Beach-based rap group Clipse include the slogan in their song ""Virginia,"" from their 2002 album Lord Willin', proclaiming: ""Virginia's for lovers, but trust there's hate here / For out-of-towners, who think they're gon' move weight here.""","- ""Virginia is for Lovers"" is a tourism and travel slogan adopted by the Virginia State Travel Service (now the Virginia Tourism Corporation) since 1969
- The ""lovers"" in the slogan was originally attached to qualifiers such as history lovers, beach lovers, and mountain lovers. The qualifiers were considered too limited and eventually dropped
- Contrary to claims, the word ""Lovers"" in the slogan bears no reference to the United States Supreme Court's case Loving v. Virginia which legalized interracial marriage in  1967"
101,general_qa,why do human beings have a tendency to think they are always right?,"As a first attempt to answer the question of why human beings have a tendency to think they are always right, we could point to cognitive biases, and in particular to one called ""confirmation bias"". This bias conditions human beings to use any new evidence to confirm their pre-existing beliefs, and to reject any new evidence that contradicts these beliefs. People may also experience the so-called illusory superiority, another bias that conditions them to overestimate their skills and make them believe they are superior to the rest. However these biases, as concrete as well-proven as they are, are only part of the explanation. The book ""Being Wrong: Adventures in the Margin of Error"" by Kathryn Schulz is an exploration on why humans have the tendency to disregard errors and think they are always right. Shulz describes how people start with the assumption that they are right in everything they believe, and when they realise they have made a mistake, instead of challenging this assumption, they actually feel relief and think: ""I was right except for this particular error I was making, but now that I have realised it I can certainly say that I am 100% right in everything""."
102,general_qa,What is the difference between NAFTA and NATO?,"NAFTA was the North American Free Trade Agreement, an agreement that created a trade bloc in North America between Canada, Mexico and the United States that was in force from 1994 to 2020.  NATO is the North Atlantic Treaty Organization, a military alliance with 30 member states created in 1949 after World War 2."
103,creative_writing,"I am planning a trip to Spain. I am interested in culture, museums and art, but I also want to go to the beach and have great food. What are 5 places that I should definitely visit?","Spain is a large country where you can find all of those things. This would be my top 5, but there are many other places that are worth it. Since you are not specifying the time you will spend in Spain, I will exclude the islands (Balearic Islands and Canary Islands) from the list:

- Madrid: the capital city of Spain has some of the top museums in Europe, like the Prado or the Reina Sofia Museums. It is a city with a great atmosphere, and has some of the best restaurants in the country.
- Barcelona: a mediterranean global city with a lot to offer - from Antonio Gaudi's architectural masterpieces to beaches and awesome views of the Mediterranean sea.
- Galicia: a region located in northwestern Spain. Not very touristic, but with amazing places like Santiago de Compostela, and amazing restaurants and gastronomy.
- Sevilla: the largest city in Southern Spain, full of history, museums and amazing places to eat.
- Costa del Sol: one of the best places in Spain to visit the beach and get some sunlight. As its name states (Sun Coast), you will get sunny weather all year round."
104,brainstorming,What are the best superhero movies of 2022 ?,"The number of superhero movies produced year after year keep increasing  since the first Iron Man movie which was released in 2008. Marvel and Dc comics are leading. Here is the list of the top 5 : The Batman, Black Panther Wakanda Forever, Black Adam, Doctor Strange in the Multiverse of Madness."
105,summarization,"What is the third limb of yoga?

Context:
sanas originated in India. In his Yoga Sutras, Patanjali (c. 2nd to 4th century CE) describes asana practice as the third of the eight limbs (Sanskrit: अष्टाङ्ग, aṣṭāṅga, from अष्ट् aṣṭ, eight, and अङ्ग aṅga, limb) of classical, or raja yoga.","The third limb of yoga is know as Asana.  This refers to the physical practice of yoga, or the yoga postures.  By putting the body into difficult positions you achieve several key benefits. The first is you are helping your body heal pain.  If you want to meditate and work on healing your mind, you need to first heal your body.  Otherwise your easily distracted mind will focus on pain in your body versus the pain in your mind.  Secondly, commitment to the Asana will teach you the discipline your mind needs to heal.  When going into uncomfortable situations, bad patterns in the mind often arise.  Stepping into discomfort actually becomes an opportunity to study the mind and change patterns of response."
106,open_qa,List five titles by Suzanne Collins.,"Catching Fire, Mockingjay, Gregor the Overlander, Year of the Jungle, The Ballad of Songbirds and Snakes"
107,brainstorming,Give me a bullet list of 8 different pastel colors I could paint my wall,"- Baby blue
- Robin blue
- Pale pink
- Rose
- Light green
- Lilac
- Pale yellow
- Tan"
108,closed_qa,"here is a blurb about byte pair encoding for encryption, what benefits does this concept have besides compression?

Context:
Byte pair encoding (BPE) or digram coding is a simple and robust form of data compression in which the most common pair of contiguous bytes of data in a sequence are replaced with a byte that does not occur within the sequence. A lookup table of the replacements is required to rebuild the original data. The algorithm was first described publicly by Philip Gage in a February 1994 article ""A New Algorithm for Data Compression"" in the C Users Journal.

A variant of the technique has shown to be useful in several natural language processing (NLP) domains, for applications such as tokenisation, as seen in Google's SentencePiece and OpenAI's GPT-3. Here, the goal is not data compression, but tokenisation of text in a given language to produce a variable sequence of terms from a fixed-size vocabulary of tokens. Typically, most words will be encoded as a single token, while rare words will be encoded as a sequence of a few tokens, where these tokens represent meaningful word parts. This translation of text into tokens can be found by variants of byte pair encoding, such as subword units.

Byte pair encoding lends itself to NLP tasks due to its simplicity and speed; BPE is suitably effective for the tokenisation of terms, does not require large computational overheads, and remains consistent, making it reliable.",An alternate use for byte pair encoding besides compression would be tokenization.  Tokenization can be used in Natural Language Processing to encode tokens of words for simplicity and speed in NLP tasks.
109,open_qa,"Who is the primary female antagonist on ""The X-Files""?",Special Agent Dana Katherine Scully
110,closed_qa,"Why did the Prix Lupin not take place from 1915 to 1918?

Context:
The event was established in 1855, and it was originally called the Prix de l'Empereur. It was initially held at the Champ de Mars, and was transferred to Longchamp in 1857. It was cancelled due to the Franco-Prussian War in 1871, and was renamed the Grande Poule des Produits in 1872.

The race was one of several trials for the Prix du Jockey Club collectively known as the Poules des Produits. The others (listed by their modern titles) were the Prix Daru, the Prix Hocquart, the Prix Noailles and the Prix Greffulhe. Unlike those races, the Grande Poule des Produits had no restrictions based on the nationality of a horse's sire or dam.

The event was renamed in memory of Auguste Lupin (1807–1895), a successful owner-breeder, in 1896.

The Prix Lupin was abandoned throughout World War I, with no running from 1915 to 1918. It was cancelled once during World War II, in 1940. It was run at Le Tremblay over 2,150 metres in 1943, and at Maisons-Laffitte in 1944.

The present system of race grading was introduced in 1971, and the Prix Lupin was classed at Group 1 level.

The race was last run in 2004. It was discontinued after France Galop restructured its Group 1 programme for three-year-olds in 2005.",Due to the first World War
111,classification,Which is a species of fish? Boar or Boarfish,Boarfish
112,creative_writing,Write a funny and whimsical horoscope reading,"The stars say you should be patient, and that it can't last for ever.  They didn't say what they're talking about, though"
113,general_qa,Why might someone choose to move to Seattle?,Seattle is an appealing place to move for a variety of reasons. It is lively city with plenty of urban activities while also featuring the natural beauty of the Puget Sound and the Cascade Mountains.
114,brainstorming,In which years did the Women's Australian cricket team win the world cup,"1978
1982
 1988
 1997
 2005
 2013
2022"
115,open_qa,"How many vaccines should I get, if a dog bites me?","There is no common number that applies to all, so you should immediately seek medical assistance. And then, based on the severity of the bite, your health provider can recommend the number of vaccines, along with any other treatment."
116,summarization,"Give me a summary of the paragraph in your own words and it should be short

Context:
Recreational drug use is the use of one or more psychoactive drugs to induce an altered state of consciousness either for pleasure or for some other casual purpose or pastime. When a psychoactive drug enters the user's body, it induces an intoxicating effect. Generally, recreational drugs are divided into three categories: depressants (drugs that induce a feeling of relaxation and calmness), stimulants (drugs that induce a sense of energy and alertness), and hallucinogens (drugs that induce perceptual distortions such as hallucination).

In popular practice, recreational drug use generally is a tolerated social behaviour, rather than perceived as the medical condition of self-medication. However, drug use and drug addiction are severely stigmatized everywhere in the world. Many people also use prescribed and controlled depressants such as opioids, as well as opiates and benzodiazepines. What controlled substances are considered generally unlawful to possess varies by country, but usually includes cannabis, cocaine, opioids, MDMA, amphetamine, methamphetamine, psychedelics, benzodiazepines, and barbiturates. As of 2015, it is estimated that about 5% of people worldwide aged 15 to 65 (158 million to 351 million) had used controlled drugs at least once.

Common recreational drugs include caffeine, commonly found in coffee, tea, soft drinks, and chocolate; alcohol, commonly found in beer, wine, cocktails, and distilled spirits; nicotine, commonly found in tobacco, tobacco-based products, and electronic cigarettes; cannabis and hashish (with legality of possession varying inter/intra-nationally); and the controlled substances listed as controlled drugs in the Single Convention on Narcotic Drugs (1961) and the Convention on Psychotropic Substances (1971) of the United Nations (UN). Since the early 2000s, the European Union (EU) has developed several comprehensive and multidisciplinary strategies as part of its drug policy in order to prevent the diffusion of recreational drug use and abuse among the European population and raise public awareness on the adverse effects of drugs among all member states of the European Union, as well as conjoined efforts with European law enforcement agencies, such as the Europol and EMCDDA, in order to counter organized crime and illegal drug trade in Europe.","Recreational drug use refers to using certain drugs for enjoyment or leisure purposes instead of for medicinal reasons. Some common recreational drugs include caffeine, alcohol, nicotine, marijuana, and synthetic drugs like ecstasy. While many countries consider recreational drug use legal, there are still laws surrounding their consumption and distribution. The EU has implemented various policies aimed at reducing recreational drug use and addressing issues related to drug trafficking within its borders.

People often take recreational drugs because they want to experience feelings of euphoria, increased energy levels, or enhanced sensory perception. However, these drugs can have serious side effects, including dependence, withdrawal symptoms, impaired judgment and motor skills, and even death. Additionally, recreational drug use can lead to legal consequences, financial problems, strained relationships, and health issues such as mental illness, organ damage, and overdose. Despite these risks, many individuals continue to engage in recreational drug use due to peer pressure, stress relief, or simply for the thrill of it. Overall, recreational drug use poses significant dangers to both individual users and society as a whole."
117,general_qa,What is a traditional IRA or 401k?,"The two primary options for retirement savings include individual retirement accounts and a defined contribution plan such as a 401k. Individuals can choose to save on their own and open an IRA, however a IRA opened by an individual won't carry the benefit of employer matching. Typically individuals contribute a percentage of their salary to their 401k, and many employers may offer matching contributions to that 401k up to a specified dollar amount."
118,summarization,"Based on the reference text, provide a bulleted list summarizing Newton's three laws of motion

Context:
First
Translated from the Latin, Newton's first law reads,

Every body continues in its state of rest, or of uniform motion in a straight line, unless it is compelled to change that state by forces impressed upon it.: 114 
Newton's first law expresses the principle of inertia: the natural behavior of a body is to move in a straight line at constant speed. In the absence of outside influences, a body's motion preserves the status quo.

The modern understanding of Newton's first law is that no inertial observer is privileged over any other. The concept of an inertial observer makes quantitative the everyday idea of feeling no effects of motion. For example, a person standing on the ground watching a train go past is an inertial observer. If the observer on the ground sees the train moving smoothly in a straight line at a constant speed, then a passenger sitting on the train will also be an inertial observer: the train passenger feels no motion. The principle expressed by Newton's first law is that there is no way to say which inertial observer is ""really"" moving and which is ""really"" standing still. One observer's state of rest is another observer's state of uniform motion in a straight line, and no experiment can deem either point of view to be correct or incorrect. There is no absolute standard of rest.[note 4]

Second
The change of motion of an object is proportional to the force impressed; and is made in the direction of the straight line in which the force is impressed.: 114 
By ""motion"", Newton meant the quantity now called momentum, which depends upon the amount of matter contained in a body, the speed at which that body is moving, and the direction in which it is moving. In modern notation, the momentum of a body is the product of its mass and its velocity:

Newton's second law, in modern form, states that the time derivative of the momentum is the force:
If the mass m does not change with time, then the derivative acts only upon the velocity, and so the force equals the product of the mass and the time derivative of the velocity, which is the acceleration:
As the acceleration is the second derivative of position with respect to time, this can also be written.

The forces acting on a body add as vectors, and so the total force on a body depends upon both the magnitudes and the directions of the individual forces. When the net force on a body is equal to zero, then by Newton's second law, the body does not accelerate, and it is said to be in mechanical equilibrium. A state of mechanical equilibrium is stable if, when the position of the body is changed slightly, the body remains near that equilibrium. Otherwise, the equilibrium is unstable.

A common visual representation of forces acting in concert is the free body diagram, which schematically portrays a body of interest and the forces applied to it by outside influences. For example, a free body diagram of a block sitting upon an inclined plane can illustrate the combination of gravitational force, ""normal"" force, friction, and string tension.[note 5]

Newton's second law is sometimes presented as a definition of force, i.e., a force is that which exists when an inertial observer sees a body accelerating. In order for this to be more than a tautology — acceleration implies force, force implies acceleration — some other statement about force must also be made. For example, an equation detailing the force might be specified, like Newton's law of universal gravitation. By inserting such an expression for 
 into Newton's second law, an equation with predictive power can be written.[note 6] Newton's second law has also been regarded as setting out a research program for physics, establishing that important goals of the subject are to identify the forces present in nature and to catalogue the constituents of matter.[note 7]

Third
To every action, there is always opposed an equal reaction; or, the mutual actions of two bodies upon each other are always equal, and directed to contrary parts.: 116 

Overly brief paraphrases of the third law, like ""action equals reaction"" might have caused confusion among generations of students: the ""action"" and ""reaction"" apply to different bodies. For example, consider a book at rest on a table. The Earth's gravity pulls down upon the book. The ""reaction"" to that ""action"" is not the support force from the table holding up the book, but the gravitational pull of the book acting on the Earth.[note 8]

Newton's third law relates to a more fundamental principle, the conservation of momentum. The latter remains true even in cases where Newton's statement does not, for instance when force fields as well as material bodies carry momentum, and when momentum is defined properly, in quantum mechanics as well.[note 9]
By Newton's second law, the first term is the total force upon the first body, and the second term is the total force upon the second body. If the two bodies are isolated from outside influences, the only force upon the first body can be that from the second, and vice versa. By Newton's third law, these forces have equal magnitude but opposite direction, so they cancel when added, and 
→{\vec {p}} is constant. Alternatively, if 
→{\vec {p}} is known to be constant, it follows that the forces have equal magnitude and opposite direction.","The following is a summary of Newton's three laws of motion:
1. First Law: A body remains at rest, or in motion at constant speed, unless acted upon by a force.
2. Second Law: The change of motion of an object is proportional to the force impressed on the object.
3. Third Law: To every action, there is an equal and opposite reaction."
119,brainstorming,Different uses for glass,"There are many but here are just a few. 
-Bulbs 
-Vases
-Windows
-Drinking glass
-Screens
-Plates
-Candles holder
-Water Bottles
-table top 
-French Door Glass
-Slippers (if you are a cinderella fan)
-Ash tray 
-coasters 
-Cooking pots"
