id,prompt_name,input,target,source
239,given_a_choice_of_categories ,"Dove River (Tasman) -  The Dove River is a river in the Tasman Region of New Zealand. It arises in hills between the Wai-iti River and Motueka River and flows north-west into the Motueka near the locality of Woodstock. The river is named for the native pigeons once found in the forests around the river.Brown trout can be found in the lower reaches of the river. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",NaturalPlace,dbpedia_14
240,answer_with_class_label,What emotion does the following message express? i slow a bit to stay with him partly because i am feeling like if i start to win he will just give up and partly because i am afraid that if i push it he will kill himself trying to stay with me,fear,emotion
241,predict_the_best_emotion_label,i feel so vulnerable and yet so protective over her. What emotion does the writer express for the message?,fear,emotion
242,reply_with_emoation_label,i kinda feel like i dont ever want to write again until i can make a character more beloved than harry potter because otherwise what is my story going to be to anyone. What is the emotion expressed in this message?,joy,emotion
243,predict_the_best_emotion_label,i did feel reluctant to keep on going and drew focalors sigil with a black opium incense stick on a wall by grabbing the wooden part and pulling the incense part back slightly and allowing it to smack to wall leaving a black powder line and meditated. What emotion does the writer express for the message?,fear,emotion
244,choose_the_best_emotion_label,i point these things out so as to make clear that i went into this film with the best intentions but left feeling irritated confused and wore out. The emotion expressed for the message is,anger,emotion
245,select_emotion_label_from_list,"'Given the message: i know that feeling myself the strange sense of serendipity where minds collide between pages. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",fear,emotion
246,select_emotion_label_from_list,"'Given the message: i feel as defeated as i did today i wonder if im doing this parenting thing all wrong. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",sadness,emotion
247,select_emotion_label_from_list,"'Given the message: i was reading through my old messages from knight and feeling very sentimental so i texted him back. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",sadness,emotion
248,predict_the_best_emotion_label,i also feel that seeing how the body reacts is an important step into changing the behavior. What emotion does the writer express for the message?,joy,emotion
249,answer_question_with_emotion_label,i feel as if her call was not a sincere apology. How will you feel about the message?,joy,emotion
250,answer_question_with_emotion_label,ive slowed down i take time to listen to my child and be in the moment and not feel like i need to immediately update my status on fb about the cute thing she did. How will you feel about the message?,joy,emotion
251,reply_with_emoation_label,im not going to lie some days i feel uber supportive and other days i feel uber frustrated. What is the emotion expressed in this message?,love,emotion
252,answer_question_with_emotion_label,i was feeling annoyed suddenly. How will you feel about the message?,anger,emotion
253,select_emotion_label_from_list,"'Given the message: when my relatives and i were in a car going slowly on a frozen road. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",fear,emotion
254,choose_the_best_emotion_label,i was yelling to the group in front and not getting an answer and getting increasingly concerned and feeling increasingly frustrated with those lagging behind despite repeated explanations and pleas from me regarding the need to catch up with the advance group. The emotion expressed for the message is,anger,emotion
255,answer_question_with_emotion_label,im so full of life i feel appalled. How will you feel about the message?,anger,emotion
256,predict_the_best_emotion_label,i am going to be a little selective about who i let read just for privacys sake but if you can relate to me why you want to read and if i feel your motivations are safe and okay then i will send you an invite. What emotion does the writer express for the message?,joy,emotion
257,answer_with_class_label,What emotion does the following message express? im home i can feel how the cold has seeped into my arms and legs,anger,emotion
258,answer_question_with_emotion_label,i feel sad and discouraged. How will you feel about the message?,sadness,emotion
259,choose_the_best_emotion_label,i feel crazily indecisive impulsive just in a. The emotion expressed for the message is,fear,emotion
260,answer_with_class_label,What emotion does the following message express? i was feeling bad over it with every passing minute,sadness,emotion
261,reply_with_emoation_label,i love the way he talks sometimes i feel shy when i was inside him. What is the emotion expressed in this message?,fear,emotion
262,choose_the_best_emotion_label,im typing all of these im blowing my nose and feeling extremely cranky. The emotion expressed for the message is,anger,emotion
263,reply_with_emoation_label,i feel writing to sell to pander to popular taste just to make money is a sucker s game. What is the emotion expressed in this message?,joy,emotion
264,answer_with_class_label,What emotion does the following message express? i am feeling exceptionally reluctant to go to school tomorrow even though its monday and the timetable is pretty good,fear,emotion
265,predict_the_best_emotion_label,i have been blogging i have told you of the countless ways that i feel loved and blessed by the people i call my friends. What emotion does the writer express for the message?,love,emotion
266,answer_with_class_label,What emotion does the following message express? i then had my watch from am this morning but was feeling just fine so did an additional hour so my dad could rest a little longer,joy,emotion
267,select_emotion_label_from_list,"'Given the message: i still feel ashamed at how i treated him. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",sadness,emotion
268,answer_question_with_emotion_label,i was feeling doubtful and sad about the relationship i have with this man. How will you feel about the message?,fear,emotion
269,select_emotion_label_from_list,"'Given the message: i feel a sense of relief and also sadness because im ending and my colleagues most anyway have been oh so fab. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy,emotion
270,answer_question_with_emotion_label,i feel exceptionally lucky to visit suzanna whose life here is pretty damn idyllic at least from the perspective of a vacationer breezing in for a week. How will you feel about the message?,joy,emotion
271,reply_with_emoation_label,i remember feeling surprised and stunned that a writer of the stature and quality of lauren had read one of my books long ago. What is the emotion expressed in this message?,surprise,emotion
272,select_emotion_label_from_list,"'Given the message: i arrived home hot sweaty and feeling a keen need for the chinese food i d put aside that morning. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy,emotion
273,reply_with_emoation_label,i do my best at making sure my husband feels loved important and cared for with my whole heart. What is the emotion expressed in this message?,love,emotion
274,reply_with_emoation_label,i don t want to tell people how my first was with you and how you made me feel i don t want to think that you re the most gorgeous guy i ve ever seen and i love how other people disagree because i don t want them to see how truly wonderful you are to me. What is the emotion expressed in this message?,joy,emotion
275,reply_with_emoation_label,i feel an important experience for short term mission groups. What is the emotion expressed in this message?,joy,emotion
276,reply_with_emoation_label,i starred into susan s gaping cum filled ring i could feel my own cock hardening in the vain hope of fucking this goddess myself but that would have to wait another day. What is the emotion expressed in this message?,sadness,emotion
277,choose_the_best_emotion_label,i can feel it weighing on me filling my thoughts as i try to do homework or help out at special olympics. The emotion expressed for the message is,joy,emotion
278,choose_the_best_emotion_label,i suppose he feels badly because he was a bit skeptical of her pain over the last few months shes had a hyperchondria and exaggeration habit in the past though he never openly questioned her about it. The emotion expressed for the message is,fear,emotion
279,answer_question_with_emotion_label,i feel ok and go out into the world to work buy food or just go for a walk. How will you feel about the message?,joy,emotion
280,choose_the_best_emotion_label,i have also learned it takes a lot of effort and positive thinking for me not to break down in tears over feeling exhausted and guilty for not being a better mom. The emotion expressed for the message is,sadness,emotion
281,answer_question_with_emotion_label,i am trying to work on finding the joy in the simple thing that god is finding joy in my obedience to him even if it doesn t feel very joyful in the way that i am used to. How will you feel about the message?,joy,emotion
282,choose_the_best_emotion_label,i like moving with a long lead time and not feeling rushed. The emotion expressed for the message is,anger,emotion
283,choose_the_best_emotion_label,i suppose most of my writing emerges out of some feeling of emotional urgency so there is usually a sense of darkness. The emotion expressed for the message is,sadness,emotion
284,reply_with_emoation_label,i feel bashful under his teasing scrutiny. What is the emotion expressed in this message?,fear,emotion
285,select_emotion_label_from_list,"'Given the message: i feel weird with just his perfect day of worry free lazy junk food and video games. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",fear,emotion
286,answer_question_with_emotion_label,i feel unsure of my footing. How will you feel about the message?,fear,emotion
287,predict_the_best_emotion_label,i feel so regretful for things i cannot remember because i was so drunk. What emotion does the writer express for the message?,sadness,emotion
288,predict_the_best_emotion_label,i didn t feel like doing much chris and i mostly just took too many pictures of unimportant stuff. What emotion does the writer express for the message?,sadness,emotion
289,predict_the_best_emotion_label,i sigh and say im tired and feeling very needy. What emotion does the writer express for the message?,sadness,emotion
290,answer_with_class_label,What emotion does the following message express? i understand the feeling of a writer unsure of his skill unsure of his audience wondering if he has wasted hours and hours of his life making marks on a page,fear,emotion
291,answer_with_class_label,What emotion does the following message express? i feel neglectful and while at her reception i grazed her arm as i walked by and she pulled me back and said where are you going youre way more imporant than those people but i was stoned and full of champagne and could only tell her she was beautiful and that he seemed nice,sadness,emotion
292,choose_the_best_emotion_label,i feel like this leads me to be not as gentle and kind as i should be. The emotion expressed for the message is,love,emotion
293,predict_the_best_emotion_label,i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now. What emotion does the writer express for the message?,anger,emotion
294,answer_with_class_label,What emotion does the following message express? i have been labeled the accuser and for this reason i feel it is my responsibility to bring to your attention this information about whom you have believed to be faithful,joy,emotion
295,predict_the_best_emotion_label,i found myself feeling so angry. What emotion does the writer express for the message?,anger,emotion
296,select_emotion_label_from_list,"'Given the message: i feel it is my solemn duty to share this divine knowledge of mine in order that others may benefit from it s truth and beauty and render their world just a tad closer to thearchitecturality that utopian perfectly set garage society to which we all strive. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy,emotion
297,select_emotion_label_from_list,"'Given the message: i just think about all the day i chatted with my mom amp also feeling horny and masturbate myself. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",love,emotion
298,answer_question_with_emotion_label,i was a feeling a bit low a few weeks back and i just focused on all the things that werent right in my life at the moment the requests that i had made that hadnt been granted. How will you feel about the message?,sadness,emotion
299,choose_the_best_emotion_label,i met you i used to want to lock myself into a vault just to feel precious. The emotion expressed for the message is,joy,emotion
300,predict_the_best_emotion_label,i feel like this will be an amazing series and will be epic in the movie theater. What emotion does the writer express for the message?,joy,emotion
301,choose_the_best_emotion_label,i was feeling a bit miserable and the only thing that could cheer me up is some good old baking. The emotion expressed for the message is,sadness,emotion
302,predict_the_best_emotion_label,i feel like i cant afford to be afraid to show that i am sometimes weak to allow others to see me as anything less than the strong wife and mom that i feel i am. What emotion does the writer express for the message?,fear,emotion
303,choose_the_best_emotion_label,i feel like every day i grow stronger and become less needy of someone to fill that role. The emotion expressed for the message is,sadness,emotion
304,answer_with_class_label,What emotion does the following message express? i still cant make it for longer than a half hour in the office before feeling awful and having someone drive me home but i feel perfectly fine when im sitting on my butt on the couch all day,sadness,emotion
305,answer_question_with_emotion_label,im feeling very petty right now. How will you feel about the message?,anger,emotion
306,choose_the_best_emotion_label,i definetly need both as i have been feeling quite lethargic. The emotion expressed for the message is,sadness,emotion
307,choose_the_best_emotion_label,i feel the need to turn to my beloved nations. The emotion expressed for the message is,joy,emotion
308,reply_with_emoation_label,i feel super good. What is the emotion expressed in this message?,joy,emotion
309,select_emotion_label_from_list,"'Given the message: i wasnt going to post anything about his death because i made me feel mad and shitty. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",anger,emotion
310,select_emotion_label_from_list,"'Given the message: ill be glad when shes all better cuz keeping ollie from fighting with her while shes feeling playful is quite a job. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy,emotion
311,reply_with_emoation_label,i want to feel affectionate. What is the emotion expressed in this message?,love,emotion
312,answer_with_class_label,What emotion does the following message express? i have the dried bladders all ready for a day im feeling brave,joy,emotion
313,predict_the_best_emotion_label,i care about someones emotional spiritual and intellectual progress to the point where i feel like i should exert myself in that progress and its important to me that is love. What emotion does the writer express for the message?,joy,emotion
314,answer_with_class_label,What emotion does the following message express? i would feel boring rejected or just downright unlikeable,sadness,emotion
315,answer_with_class_label,What emotion does the following message express? i feel like being distracted,anger,emotion
316,choose_the_best_emotion_label,i hate that feeling cus thats really bitchy to want someone to break up with their girlfriend so theyd be with you. The emotion expressed for the message is,anger,emotion
317,answer_question_with_emotion_label,i was feeling as if i am in the lap of the divine mother and she is holding me in her soft and tender arms. How will you feel about the message?,joy,emotion
318,answer_with_class_label,What emotion does the following message express? i feel scared when my father suddenly opens a door,fear,emotion
319,predict_the_best_emotion_label,i forget that im supposed to be sad about being single or stressed about work and just smile and feel peaceful. What emotion does the writer express for the message?,joy,emotion
320,predict_the_best_emotion_label,i only feel irritated by it. What emotion does the writer express for the message?,anger,emotion
321,answer_question_with_emotion_label,while cycling in the country. How will you feel about the message?,fear,emotion
322,select_emotion_label_from_list,"'Given the message: ive felt even more centered here and pleased w how things are going w out feeling complacent. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy,emotion
323,answer_question_with_emotion_label,i am planning for at the beginning of this year and feeling only a little smug about it. How will you feel about the message?,joy,emotion
324,choose_the_best_emotion_label,i am feeling stupid and stuck and i know that the best way to get it to end is just to get it to end. The emotion expressed for the message is,sadness,emotion
325,select_emotion_label_from_list,"'Given the message: i feel like i dont have anything worthwhile to blog about so im continuing to blog about things that i used to when i wasnt married. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy,emotion
326,choose_the_best_emotion_label,i just feel that as my reader and loyal subscriber you need to be informed about how great butterfly marketing really is and not be taken for a ride so i can bank some chunky commissions. The emotion expressed for the message is,love,emotion
327,answer_with_class_label,What emotion does the following message express? i have been feeling is any indication on this childs personality then i am petrified,fear,emotion
328,select_emotion_label_from_list,"'Given the message: i don t want anyone to feel inhibited if their bodies are not typical ballet bodies. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",fear,emotion
329,reply_with_emoation_label,i barely even feel like explaining the weird history of shadow dancer the not really console port of the arcade sequel to shinobi even though there was already a console sequel to shinobi thats a totally different game the revenge of shinobi. What is the emotion expressed in this message?,surprise,emotion
330,choose_the_best_emotion_label,i sit here tonight i feel anxious. The emotion expressed for the message is,fear,emotion
331,choose_the_best_emotion_label,i feel guilty to my family my friends who made the introduction for me to that job and somehow i even feel guilty to my boss even though he fooled and lied to me. The emotion expressed for the message is,sadness,emotion
332,reply_with_emoation_label,i want to exhibit all new pieces which is kinda making things a bit more stressful but i know id feel somewhat dissatisfied about showing old work. What is the emotion expressed in this message?,anger,emotion
333,answer_with_class_label,What emotion does the following message express? ive never owned a mac have always used microsoft and just feel disillusioned with the way theyve managed this roll out all the glitches things not working and overall that vista has been out for months and it is only now that it is starting to become stable thanks to update after update,sadness,emotion
334,answer_question_with_emotion_label,i was feeling pretty gloomy when i started writing this it s that dreaded time of year of course i burnt the nd set of cake pops that i was baking and i just lost a game of monopoly that game sucks. How will you feel about the message?,sadness,emotion
335,reply_with_emoation_label,i feel so dirty so unamerican so french. What is the emotion expressed in this message?,sadness,emotion
336,reply_with_emoation_label,im skipping floors one and four because theyre two of the most conventional feeling and quite frankly boring maps in the game for me. What is the emotion expressed in this message?,sadness,emotion
337,reply_with_emoation_label,i didnt even have time to feel jealous i was so busy pinning her pictures and writing down a href http nanashi. What is the emotion expressed in this message?,anger,emotion
338,reply_with_emoation_label,i i feel as though we were more successful here. What is the emotion expressed in this message?,joy,emotion
339,answer_question_with_emotion_label,i was feeling unhappy with my work i joined in with the carping. How will you feel about the message?,sadness,emotion
340,predict_the_best_emotion_label,i do have good days and bad days but the bad days are awful resulting in constant trips to the bathroom a lot of pain bloat and discomfort lots of blood and just feeling completely exhausted and rundown. What emotion does the writer express for the message?,sadness,emotion
341,select_emotion_label_from_list,"'Given the message: i started university at the age of and although it was incredibly nerve racking i feel organised and determined which is a far cry from the jess of years ago or maybe even for that matter. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy,emotion
342,select_emotion_label_from_list,"'Given the message: i also wouldnt mind a canon d mark iii if anyone is feeling generous. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy,emotion
343,reply_with_emoation_label,i want to feel like i m important. What is the emotion expressed in this message?,joy,emotion
344,predict_the_best_emotion_label,i am merely a man who will feel humiliated whenever i am intimidated by you. What emotion does the writer express for the message?,sadness,emotion
345,reply_with_emoation_label,i feel discouraged and beaten down i do better when i can pray about it obviously and then call my mama and friends. What is the emotion expressed in this message?,sadness,emotion
346,answer_with_class_label,What emotion does the following message express? i had pocket qq and was feeling pretty confident lol,joy,emotion
347,reply_with_emoation_label,i am feeling emotional about something or other positive or otherwise. What is the emotion expressed in this message?,sadness,emotion
348,answer_with_class_label,What emotion does the following message express? i feel very blessed to have a new team of doctors that are by my side and listen,love,emotion
349,choose_the_best_emotion_label,i feel very relaxed playing with carl clarke says. The emotion expressed for the message is,joy,emotion
350,answer_with_class_label,What emotion does the following message express? i feel a remembrance of the strange by justin aryiku falls into the latter category,fear,emotion
351,select_emotion_label_from_list,"'Given the message: i feel accepted there said panorma who is from indonesia. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",love,emotion
352,select_emotion_label_from_list,"'Given the message: i feel like im gonna be so greedy with him cuz i just love him so much. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",anger,emotion
353,predict_the_best_emotion_label,i feel lousy about how much i have to study. What emotion does the writer express for the message?,sadness,emotion
354,answer_with_class_label,What emotion does the following message express? i reckon this is fair enough yes the queen is their monarch but they are so geographically removed from her and her presence that i appreciate that many australians may feel more loyal to their country and own communities than to the queen herself,love,emotion
355,answer_with_class_label,What emotion does the following message express? i could loose my job i would be so f amp ed for xmas i hate xmas i hate holidays i wish they would go away i feel nervous i feel sad what if i disappoint my family my friends,fear,emotion
356,answer_question_with_emotion_label,i think what i m going to do is care less about anything that doesn t matter and won t make me feel successful in life. How will you feel about the message?,joy,emotion
357,predict_the_best_emotion_label,im already beholding myself not to be indulged into high intensity of feeling homesick but i think i just did. What emotion does the writer express for the message?,sadness,emotion
358,reply_with_emoation_label,i feel less valued cause i dont look good. What is the emotion expressed in this message?,joy,emotion
359,answer_question_with_emotion_label,i feel lonely i remember my moms saying. How will you feel about the message?,sadness,emotion
360,To sum up this dialog,"Rebecca: We should leave by 7AM
Rebecca: Otherwise we will be stuck in traffic
Logan: I know, I would even suggest 6.15 if we won't to get to the peak by lunchtime
Zach: how long it take to get to the mountain?
Logan: 2h by car and then about 30min walk to the first hut
Zach: ok, so let's try to meet at my place at 6.15
Rebecca: very good!
To sum up this dialog:",Rebecca and Logan suggest to leave before 7AM in order to avoid traffic. Logan informs Zach that it takes 2h by car to get to the mountains and then half an hour to the first hut.,samsum
361,Given the above dialogue write a summary,"Dominika: Hiiiii
Tom: Oh, hi
Julia: Hi, Domi!
Dominika: <file_video>
Tom: Ok, are you drunk? :D
Julia: WHAT are you wearing? :O
Given the above dialogue, write a summary.",Dominika send Tom and Julia a video of her.,samsum
362,Sum up the following dialogue,"Sum up the following dialogue: 
Ellen: Are you taking a break now?
Susie: Yep, in five, I just need to finish the report
Ellen: Wanna get some coffee?
Susie: Love to",Susie is taking a break in 5 after she's done with the report. Ellen wants to get some coffee with Susie.,samsum
363,Sum up the following dialogue,"Sum up the following dialogue: 
Ivan: Hi Katie, are you free this evening?
Katie: Mm, more or less? What did you have in mind?
Ivan: I was thinking of going to see Winchester. You up for it?
Katie: Oh, sure! You know I love horror films! They're never too long, so I can definitely make it. What time?
Ivan: There's a screening at 7:45, does that sound okay to you?
Katie: Yeah, no problem with that! Let's meet at the cinema at 7:30, then!","Kate and Ivan are going to see ""Winchester"" at 7:45, so they're meeting at the cinema at 7:30.",samsum
364,Write a dialogue that match this summary,"Write a dialogue that matches this summary: Hailey is a model on ""Elle"" magazine as Mackenzie discovered. Julia looked for more information on Facebook. Hailey is married and she's a professional model.","Mackenzie: LOOK! <file_photo>
Mackenzie: It's Hailey!!
Julia: :o what magazine is it?
Julia: is she a model??
Mackenzie: ""Elle"" :)
Mackenzie: Apparently. :D I'm as surprised as you are.
Julia: i need to do some fb stalking
Julia: SHE'S A PROFESSIONAL MODEL :o
Julia: and she's married!!
Mackenzie: wow :o that's some news!",samsum
365,Sum up the following dialogue,"Sum up the following dialogue: 
Miles: I had the weeeeeeeirdest dream for the longest time. I was stuck back in time, in the 80’s hahaha
Connie: That sounds like awesome dream!
Miles: And only my friend Annie new how to get back. And I couldn’t figure it out. So instead of just partying in the 80’s like I should’ve I just wasted the whole dream trying to figure how to get back to 2018
Connie: Well, funny thing is you can't just go back to dreams you liked, no matter how hard you try. For me it works like that anyway",Miles had a strange dream about being stuck in the 80's. Connie wishes they could go back to their dreams.,samsum
366,Summarize:,"Summarize: Gera: hey, i was given your number by lucy
Hope: hey, yeah she told me of a client who wanted some help.
Gera: im glad she told you.
Hope: yeah she did.
Gera: what time will you be available in your office?
Hope: meet me at 2, ill be there
Gera: okay then",Gera got Hope's number from Lucy. She is going to meet Hope at 2 in her office.,samsum
367,Summarize:,"Summarize: Conrad: Hey man, where the fuck are you?
Conrad: I’m pissed off, man
Frank: Shit, I forgot, mate
Conrad: You’re a dick head, bro","Conrad is angry, because Frank forgot about the meeting.",samsum
368,Write a dialogue that match this summary,Write a dialogue that matches this summary: Rachel will call Ross back in 5 minutes to talk about Tommy.,"Ross: Call me back please when you see this
Rachel: I can't, I'm at a meeting
Ross: When you can, it's about Tommy, school called
Rachel: damn this kid, I'll call you in 5",samsum
369,To sum up this dialog,"Diana Voss: Good morning Ms. Hobbs! We have just landed in Frankfurt and be arriving in the evening. Could you please turn the heating on in our apartment?
Ms. Hobbs: A very good morning to you, Diana! Sure I will do it.
Diana Voss: Thank you very much!
Ms. Hobbs: Pleasure.
To sum up this dialog:",Diana Voss has just landed in Frankfurt and will be arriving in the evening. Ms. Hobbs will turn the heating on in her apartment.,samsum
370,To sum up this dialog,"Fiona: Pick me up after work?
Tom: Okay, I might be a little late though, I have a meeting at 5 and I'm not sure how long it will be
Fiona: No problem, just text me
Tom: OK
To sum up this dialog:","Tom will pick Fiona up, but may be late to do so. Tom has a meeting at 5. Tom will text Fiona.",samsum
371,Summarize this dialogue:,"Summarize this dialogue: Sarah: In the shops now.
Sarah: Is there anything you want me to get for you?
Barb: Something for dinner would be nice.
Sarah: What would you like?
Barb: Comfort food...
Barb: Soup?
Sarah: What flavour?
Barb: Pumpkin if they've got it.
Sarah: Anything else?
Barb: Or chicken noodle
Sarah: And some nice crusty rolls to go with it?
Barb: Actually some croutons but if not crusty rolls will be fine.
Sarah: OK. Consider it done! xox",Barb would like Sarah to buy some pumpkin or chicken noodle soup with croutons or crusty rolls.,samsum
372,Given the above dialogue write a summary,"Charlie: Where are you?
Beatrix: behind the wooden thing
Charlotte: come here, it's nice and quiet.
Given the above dialogue, write a summary.",Beatrix is behind the wooden thing. Charlotte wants her to come here.,samsum
373,To sum up this dialog,"Gabriel: I'm picking up my new car today!
Charles: You bought a car?
Gabriel: Well, yes and no.
Charles: Parents bought it for you?
Gabriel: The lent me some money. I had some of my own and took a loan on the rest. 
Charles: Did you buy a Lamborghini or what? How much did it cost?
Gabriel: 55k.
Charles: So a new one?
Gabriel: Yup. 
Charles: Tell me about it. 
Gabriel: Mercedes-Benz, sedan, 180hp, 0-100 kmh in 6.2 seconds
Charles: Nice!
Gabriel: I know :) they just gave ma a call that after I provide them with insurance data, I can pick it up.
Charles: So going to insure it now?
Gabriel: Yeah, have to. Wanna go for a ride later?
Charles: Hell yeah! Will you let me drive?
Gabriel: Not in a million years!
Charles: Still ;)
To sum up this dialog:","Gabriel is picking up his new car today. He bought it with his own money, the money from his parents and a loan. It's a new Mercedes-Benz, sedan, 180hp, it goes from 0 to 100 km/h in 6.2 seconds. It cost 55 k.",samsum
374,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Ann: Hi July :) Any plans for 2night?
July: I'm going to the Cinema with Gus. U can go with us if u want.
Ann: i wish but I've to buy new dishwasher for my mom. 
July: Oh, I see. 
July: If u need any help I'll call Gus and we will help u.
Ann: Really?! You are great! :x
July: No problem sis :x",July and Gus are going to the cinema tonight. Ann has to buy a new dishwasher for her mom.,samsum
375,Summarize:,"Summarize: Jan: I just got a job at wally world!
Dave: Ugh. Hate that place.
Jan: Me too but it's a job!",Jan got a job at wally world. Dave and Jan both hate this place.,samsum
376,Sum up the following dialogue,"Sum up the following dialogue: 
Greg: Ms. Hawkins, I believe your dog shit on my loan.
Ms. Hawkins: He would never do such a thing!
Greg: Well I saw him?
Ms. Hawkins: Do you have a witness?
Greg: No, I don't. I cleaned it this time. But don't let it happen again, please.
Ms. Hawkins: And you tell the lady who left your house at 5 am this morning to lose the hat. It's awful!","Ms. Hawkins' dog shat on his lawn, but she doesn't believe it.",samsum
377,Summarize:,"Summarize: Frank: Eliza
Frank: Im going to IKEA to get some furniture stuff for our kids
Eliza: Oh do we still need anything
Frank: I might get something special for Morris 
Frank: His bday is coming up 
Eliza: Yeah that's a good idea
Frank: And we need some new lamps 
Frank: They have deal this week 
Eliza: Are we getting a new lamp for Jeanine? 
Eliza: She needs a new lamp before she goes to school 
Frank: I will take care of that
Frank: Do you need anything? 
Eliza: Hmm I think we're both good
Eliza: But if you feel like buying something useful 
Eliza: then I am ok with that 
Frank: I will go for a few rounds in Ikea
Frank: And will letcha know
Eliza: Thanks dear
Eliza: I will see you tonight",Frank is going to IKEA to buy furniture and a gift for Morris. Eliza wants him to buy a lamp for Jeanine.,samsum
378,Sum up the following dialogue,"Sum up the following dialogue: 
Mark: Hi Hun :*
Jackie: Hi yourself :* sleep well?
Mark: Yeah. So good I’m running late for work.
Jackie: Sorry to hear that. 
Mark: Doesn’t matter. You got time tonight?
Jackie: For you, always :*
Mark: Great! Can you walk my dog?
Jackie: Say what?!
Mark: just kidding! Don’t get so uptight.
Jackie: So, what did you have in mind?
Mark: Dinner, movies. You know. The usual. 
Jackie: Your place or mine?
Mark: Mine, obviously ;)
Jackie: You’re so sweet <3
Mark: So, what do you want for dinner?
Jackie: I’m in a mood for... surprise me :P
Mark: How about Greek?
Jackie: No.
Mark: Oh, I thought you liked Greek.
Jackie: I do, but not 4 nights in a row.
Mark: Point taken. Thai?
Jackie: Sounds more like it :)
Mark: I’ll look something up at work. Could you do the groceries?
Jackie: Sure. Just tell me what to buy. What time do you finish?
Mark: Around 5 p.m.
Jackie: Well, I’m supposed to finish at 4:30, so maybe let’s meet at the store?
Mark: Sounds like a plan!
Jackie: See you there?
Mark: Sure. See you then Hun :*
Jackie: Bye :*",Mark and Jackie will meet tonight for dinner and movies at Mark's place. They will go to grocery store together and Mark will make Thai food later.,samsum
379,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Ingmar: hi guys I'll be visiting London this week so please give me some recommendations on restaurants and places that locals like
Kevin: I'm not going out much but my favorite place is Dino's pizza place at Bottom Alley 50
Miranda: Soho is great but it's expensive as fuck
Xiao: Mimi Creperie is mindblowing, especially if you love French sweets
Ingmar: cool thx","Ingmar's coming to London and asks for recommendations. Kevin recommends him Dino's pizza, Xiao Mimi Creperie.",samsum
380,To sum up this dialog,"Martha: Did u take an umbrella?
Nick: no :(
Martha: ok, I'll pick u up
Nick: u r the best!
To sum up this dialog:",Martha did not take an umberall so Nick offers to pick her up.,samsum
381,To sum up this dialog,"Carol: hey i need your help
Carol: my computer stopped working
Michelle: that sucks :-(
Michelle: your laptop or desktop?
Carol: laptop
Carol: wha's the name of your guy?
Carol: the one you told can fix any computer
Michelle: his name is bill
Michelle: would you like his number?
Carol: please
Michelle: it's 717-222-4877
Carol: thank you so much
Carol: i owe you one
To sum up this dialog:","Carol's laptop stopped working, he needs help. Michelle gives Carol a phone number of a computer specialist to fix the laptop.",samsum
382,To sum up this dialog,"Zoe: OMG! Look what I've just found in the bushes!
Benjamin: Show me
Zoe: <file_photo>
Benjamin: Holy shit! How many of them? 3 or 4?
Zoe: 4, I need to take them home
Benjamin: What if their mother just went to fetch some food?
Zoe: You might be right, but anyway it's not a good place for tiny kittens! :(
Benjamin: Perhaps you should wait and observe a bit if the mummy doesn't come around
Zoe: I will hang out here for a while :(
Benjamin: Where will you keep them?
Zoe: I think in the laundry room, though mum won't be happy about that
Benjamin: They need to be safe, that's what counts!
To sum up this dialog:",Zoe found four little kittens in the bush. Zoe wants to take them home and keep them in the laundry room. Benjamin thinks Zoe should first wait for the cats' mom to come around.,samsum
